id,winner_goal_id,winner_goal_label,top1,top2,margin,source
4823,G3_biodiversity_interactions,How different components of biodiversity interact,0.53838223,0.53457975,0.0038024783,./datasets_merged.csv
4840,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5431191,0.51754934,0.025569737,./datasets_merged.csv
4862,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.3945481,0.38176256,0.012785524,./datasets_merged.csv
4882,G3_biodiversity_interactions,How different components of biodiversity interact,0.58170426,0.5459186,0.035785675,./datasets_merged.csv
4883,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6257976,0.6129943,0.012803316,./datasets_merged.csv
4963,G3_biodiversity_interactions,How different components of biodiversity interact,0.62269574,0.59525216,0.027443588,./datasets_merged.csv
4964,G3_biodiversity_interactions,How different components of biodiversity interact,0.6218519,0.5936135,0.028238416,./datasets_merged.csv
4981,G3_biodiversity_interactions,How different components of biodiversity interact,0.6141497,0.5855783,0.028571367,./datasets_merged.csv
5000,G3_biodiversity_interactions,How different components of biodiversity interact,0.440216,0.43940383,0.0008121729,./datasets_merged.csv
5021,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.62549067,0.62440187,0.001088798,./datasets_merged.csv
5060,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5621921,0.5582379,0.003954172,./datasets_merged.csv
5063,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6596556,0.6265675,0.033088088,./datasets_merged.csv
5081,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.48443455,0.48333746,0.0010970831,./datasets_merged.csv
5120,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5248146,0.5225029,0.0023117065,./datasets_merged.csv
5160,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.6487383,0.60300916,0.04572916,./datasets_merged.csv
5201,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.550724,0.54710436,0.0036196709,./datasets_merged.csv
5222,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.5392659,0.5354326,0.003833294,./datasets_merged.csv
5241,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5081816,0.42835072,0.079830855,./datasets_merged.csv
5280,G3_biodiversity_interactions,How different components of biodiversity interact,0.43549454,0.42661515,0.008879393,./datasets_merged.csv
5281,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.45841148,0.4554206,0.0029908717,./datasets_merged.csv
5303,G3_biodiversity_interactions,How different components of biodiversity interact,0.45536295,0.4491615,0.006201446,./datasets_merged.csv
5304,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.45970213,0.45500398,0.0046981573,./datasets_merged.csv
5340,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5443578,0.4946931,0.049664676,./datasets_merged.csv
5400,G3_biodiversity_interactions,How different components of biodiversity interact,0.49806193,0.49371734,0.0043445826,./datasets_merged.csv
5401,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.52072746,0.51831985,0.0024076104,./datasets_merged.csv
5421,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.3949377,0.3683269,0.026610792,./datasets_merged.csv
5460,G3_biodiversity_interactions,How different components of biodiversity interact,0.42362824,0.39441454,0.029213697,./datasets_merged.csv
5461,G3_biodiversity_interactions,How different components of biodiversity interact,0.42201924,0.39195794,0.030061305,./datasets_merged.csv
5480,G3_biodiversity_interactions,How different components of biodiversity interact,0.42122588,0.41584635,0.005379528,./datasets_merged.csv
5500,G3_biodiversity_interactions,How different components of biodiversity interact,0.4426844,0.4320703,0.010614097,./datasets_merged.csv
5502,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.47520566,0.46907002,0.0061356425,./datasets_merged.csv
5503,G3_biodiversity_interactions,How different components of biodiversity interact,0.40965617,0.39037162,0.019284546,./datasets_merged.csv
5520,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.42008227,0.41247985,0.0076024234,./datasets_merged.csv
5522,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.53237337,0.49813098,0.03424239,./datasets_merged.csv
5540,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.38991582,0.38224554,0.0076702833,./datasets_merged.csv
5541,G3_biodiversity_interactions,How different components of biodiversity interact,0.4049729,0.36913326,0.035839647,./datasets_merged.csv
5542,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.40562788,0.40560582,2.2053719e-05,./datasets_merged.csv
5543,G3_biodiversity_interactions,How different components of biodiversity interact,0.40200615,0.39713305,0.004873097,./datasets_merged.csv
5544,G3_biodiversity_interactions,How different components of biodiversity interact,0.41061175,0.39592642,0.014685333,./datasets_merged.csv
5545,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.43162757,0.42727995,0.0043476224,./datasets_merged.csv
5560,G3_biodiversity_interactions,How different components of biodiversity interact,0.41485932,0.40309998,0.011759341,./datasets_merged.csv
5600,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.48266393,0.47712553,0.005538404,./datasets_merged.csv
5620,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.581905,0.5669193,0.014985681,./datasets_merged.csv
5622,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5848101,0.5691893,0.015620768,./datasets_merged.csv
5641,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.572737,0.53742146,0.035315514,./datasets_merged.csv
5642,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5844067,0.5484759,0.035930753,./datasets_merged.csv
5660,G3_biodiversity_interactions,How different components of biodiversity interact,0.43155187,0.42335123,0.008200645,./datasets_merged.csv
5680,G3_biodiversity_interactions,How different components of biodiversity interact,0.38605225,0.3831444,0.0029078424,./datasets_merged.csv
5682,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.40503633,0.39707115,0.007965177,./datasets_merged.csv
5684,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.45752764,0.43072495,0.026802689,./datasets_merged.csv
5702,G3_biodiversity_interactions,How different components of biodiversity interact,0.47465208,0.4723245,0.0023275912,./datasets_merged.csv
5740,G3_biodiversity_interactions,How different components of biodiversity interact,0.37537044,0.3691445,0.0062259436,./datasets_merged.csv
5741,G3_biodiversity_interactions,How different components of biodiversity interact,0.42661062,0.42517877,0.0014318526,./datasets_merged.csv
5760,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.35525465,0.35307932,0.002175331,./datasets_merged.csv
5762,G3_biodiversity_interactions,How different components of biodiversity interact,0.43715554,0.36038697,0.07676858,./datasets_merged.csv
5763,G3_biodiversity_interactions,How different components of biodiversity interact,0.44756538,0.38612527,0.06144011,./datasets_merged.csv
5764,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.44346938,0.42169142,0.021777958,./datasets_merged.csv
5765,G3_biodiversity_interactions,How different components of biodiversity interact,0.44843686,0.38316453,0.06527233,./datasets_merged.csv
5780,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6579679,0.5779828,0.07998514,./datasets_merged.csv
5781,G3_biodiversity_interactions,How different components of biodiversity interact,0.4946519,0.48847166,0.0061802566,./datasets_merged.csv
5800,G3_biodiversity_interactions,How different components of biodiversity interact,0.53842276,0.53523594,0.003186822,./datasets_merged.csv
5801,G3_biodiversity_interactions,How different components of biodiversity interact,0.51163274,0.4609239,0.05070883,./datasets_merged.csv
5804,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5196392,0.51891357,0.00072562695,./datasets_merged.csv
5840,G3_biodiversity_interactions,How different components of biodiversity interact,0.48121145,0.42269844,0.058513016,./datasets_merged.csv
5861,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.54209507,0.5337117,0.008383393,./datasets_merged.csv
5900,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.40536454,0.38771307,0.017651469,./datasets_merged.csv
5901,G3_biodiversity_interactions,How different components of biodiversity interact,0.41675973,0.4148524,0.0019073188,./datasets_merged.csv
5920,G3_biodiversity_interactions,How different components of biodiversity interact,0.40557373,0.36613944,0.039434284,./datasets_merged.csv
5921,G3_biodiversity_interactions,How different components of biodiversity interact,0.37687555,0.36050212,0.016373426,./datasets_merged.csv
5922,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5017722,0.49039412,0.011378109,./datasets_merged.csv
5940,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.41587073,0.3934973,0.022373438,./datasets_merged.csv
5960,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.41462782,0.39188305,0.022744775,./datasets_merged.csv
6000,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.3752756,0.36385822,0.011417389,./datasets_merged.csv
6001,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.3780808,0.37648627,0.0015945137,./datasets_merged.csv
6040,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5168687,0.50214595,0.0147227645,./datasets_merged.csv
6060,G3_biodiversity_interactions,How different components of biodiversity interact,0.5006356,0.4949467,0.0056889355,./datasets_merged.csv
6080,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.3475384,0.33696714,0.010571271,./datasets_merged.csv
6082,G3_biodiversity_interactions,How different components of biodiversity interact,0.42549297,0.4210001,0.004492879,./datasets_merged.csv
6123,G3_biodiversity_interactions,How different components of biodiversity interact,0.51879203,0.4851231,0.033668935,./datasets_merged.csv
6124,G3_biodiversity_interactions,How different components of biodiversity interact,0.52607083,0.48823482,0.037836015,./datasets_merged.csv
6160,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6516021,0.5794812,0.072120905,./datasets_merged.csv
6222,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.48440808,0.4657688,0.018639266,./datasets_merged.csv
6223,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.4496812,0.43012258,0.019558609,./datasets_merged.csv
6224,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.53538835,0.49889165,0.0364967,./datasets_merged.csv
6225,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.45266035,0.44529936,0.007360995,./datasets_merged.csv
6226,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.51464766,0.48359236,0.031055301,./datasets_merged.csv
6227,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.47205162,0.45725244,0.014799178,./datasets_merged.csv
6240,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.4666618,0.45225143,0.014410377,./datasets_merged.csv
6241,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.4784467,0.47429767,0.0041490197,./datasets_merged.csv
6280,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.39866963,0.39546055,0.0032090843,./datasets_merged.csv
6300,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.60383606,0.572951,0.03088504,./datasets_merged.csv
6302,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6378094,0.59025097,0.047558427,./datasets_merged.csv
6303,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6452977,0.5914625,0.053835213,./datasets_merged.csv
6304,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6341052,0.5787991,0.055306077,./datasets_merged.csv
6305,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.63250846,0.57984096,0.0526675,./datasets_merged.csv
6306,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6398029,0.585465,0.05433786,./datasets_merged.csv
6320,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.497796,0.47831038,0.019485623,./datasets_merged.csv
6340,G3_biodiversity_interactions,How different components of biodiversity interact,0.4995919,0.49575084,0.0038410425,./datasets_merged.csv
6360,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5873276,0.5777426,0.009585023,./datasets_merged.csv
6362,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5264795,0.48994327,0.036536217,./datasets_merged.csv
6363,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.4149,0.41376385,0.0011361539,./datasets_merged.csv
6380,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5219074,0.49851936,0.023388028,./datasets_merged.csv
6381,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.52495736,0.5222268,0.0027305484,./datasets_merged.csv
6400,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6529945,0.5821633,0.07083124,./datasets_merged.csv
6440,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.40566587,0.4009676,0.0046982765,./datasets_merged.csv
6460,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5194704,0.5095788,0.00989157,./datasets_merged.csv
6461,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.49612665,0.48673266,0.00939399,./datasets_merged.csv
6482,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5965725,0.5639374,0.032635093,./datasets_merged.csv
6500,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5324875,0.5213795,0.011108041,./datasets_merged.csv
6540,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5735157,0.5574361,0.016079605,./datasets_merged.csv
6541,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.57609326,0.560741,0.015352249,./datasets_merged.csv
6542,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.47720107,0.4527753,0.024425775,./datasets_merged.csv
6543,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.486073,0.46330744,0.022765547,./datasets_merged.csv
6560,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.53760386,0.51854676,0.019057095,./datasets_merged.csv
6601,G3_biodiversity_interactions,How different components of biodiversity interact,0.49645028,0.45192295,0.044527322,./datasets_merged.csv
6640,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.4263221,0.4155876,0.0107344985,./datasets_merged.csv
6660,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.49661788,0.49269652,0.00392136,./datasets_merged.csv
6661,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.49108088,0.48454928,0.006531596,./datasets_merged.csv
6662,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.46897265,0.44032037,0.02865228,./datasets_merged.csv
6664,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.5228975,0.47976023,0.043137252,./datasets_merged.csv
10008,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.49212092,0.46190703,0.030213892,./datasets_merged.csv
10021,G3_biodiversity_interactions,How different components of biodiversity interact,0.405859,0.38782832,0.018030673,./datasets_merged.csv
10022,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.371823,0.363595,0.008228004,./datasets_merged.csv
10023,G3_biodiversity_interactions,How different components of biodiversity interact,0.32785344,0.30955756,0.018295884,./datasets_merged.csv
10042,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.44328555,0.39872396,0.044561595,./datasets_merged.csv
10120,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.6025127,0.58011764,0.022395074,./datasets_merged.csv
10160,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.613117,0.6033949,0.009722054,./datasets_merged.csv
10202,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.51394856,0.49333292,0.020615637,./datasets_merged.csv
10204,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5870093,0.57391155,0.013097763,./datasets_merged.csv
10220,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.47808915,0.46008888,0.018000275,./datasets_merged.csv
10280,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.49202293,0.47978044,0.012242496,./datasets_merged.csv
10282,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.47981465,0.47246677,0.007347882,./datasets_merged.csv
10300,G3_biodiversity_interactions,How different components of biodiversity interact,0.48232195,0.41954604,0.06277591,./datasets_merged.csv
10301,G3_biodiversity_interactions,How different components of biodiversity interact,0.48367998,0.4222042,0.061475784,./datasets_merged.csv
10320,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.55615604,0.5545276,0.0016284585,./datasets_merged.csv
10321,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.4073435,0.40680575,0.0005377531,./datasets_merged.csv
10322,G3_biodiversity_interactions,How different components of biodiversity interact,0.60442096,0.5936867,0.01073426,./datasets_merged.csv
10341,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5896204,0.5834939,0.006126523,./datasets_merged.csv
10403,G2_ecosystem_process_vs_land_use,How land-use form & intensity affect ecosystem processes,0.48888287,0.4253301,0.06355277,./datasets_merged.csv
10440,G4_biodiversity_to_services,How biodiversity influences ecosystem processes & services,0.39683756,0.3945345,0.0023030639,./datasets_merged.csv
10441,G1_biodiversity_vs_land_use,How land-use form & intensity affect biodiversity,0.5125043,0.48935604,0.023148239,./datasets_merged.csv
